year,region,10_12_public_science_humanities,10_12_public_technology,10_12_public_artistic,10_12_public_professional_CP,10_12_public_professional_AC,10_12_public_education,10_12_public_vocational,10_12_private_science_humanities,10_12_private_technology,10_12_private_artistic,10_12_private_professional_CP,10_12_private_professional_AC,10_12_private_education,10_12_private_vocational
2020 / 2021,Vila do Porto,95.0,,,40.0,22.0,,,0.0,,,0.0,0.0,,
2020 / 2021,Vila Franca do Campo,204.0,,,,86.0,,,0.0,,,,0.0,,
2020 / 2021,Região Autónoma da Madeira,5525.0,,,1704.0,157.0,331.0,,321.0,,,1134.0,0.0,88.0,
2020 / 2021,Região Autónoma da Madeira,5525.0,,,1704.0,157.0,331.0,,321.0,,,1134.0,0.0,88.0,
2020 / 2021,Região Autónoma da Madeira,5525.0,,,1704.0,157.0,331.0,,321.0,,,1134.0,0.0,88.0,
2020 / 2021,Calheta,182.0,,,77.0,,,,0.0,,,0.0,,,
2020 / 2021,Câmara de Lobos,154.0,,,34.0,,43.0,,0.0,,,0.0,,0.0,
2020 / 2021,Funchal,3845.0,,,1112.0,157.0,237.0,,321.0,,,1134.0,0.0,88.0,
2020 / 2021,Machico,426.0,,,118.0,,,,0.0,,,0.0,,,
2020 / 2021,Ponta do Sol,161.0,,,58.0,,20.0,,0.0,,,0.0,,0.0,
2020 / 2021,Porto Moniz,68.0,,,,,,,0.0,,,,,,
2020 / 2021,Porto Santo,115.0,,,29.0,,,,0.0,,,0.0,,,
2020 / 2021,Ribeira Brava,255.0,,,76.0,,31.0,,0.0,,,0.0,,0.0,
2020 / 2021,Santa Cruz,114.0,,,133.0,,,,0.0,,,0.0,,,
2020 / 2021,Santana,107.0,,,48.0,,,,0.0,,,0.0,,,
2020 / 2021,São Vicente,98.0,,,19.0,,,,0.0,,,0.0,,,
2019 / 2020,Portugal,184420.0,9.0,2635.0,69079.0,20655.0,338.0,,22556.0,3448.0,105.0,47226.0,19.0,137.0,
2019 / 2020,Continente,174133.0,9.0,2635.0,66357.0,19437.0,3.0,,22145.0,3448.0,105.0,44192.0,19.0,25.0,
2019 / 2020,Norte,61183.0,,1064.0,24580.0,8014.0,,,9008.0,,95.0,16129.0,19.0,,
2019 / 2020,Alto Minho,4281.0,,,1915.0,843.0,,,115.0,,,1141.0,0.0,,
2019 / 2020,Arcos de Valdevez,306.0,,,197.0,,,,0.0,,,93.0,,,
2019 / 2020,Caminha,282.0,,,11.0,,,,0.0,,,147.0,,,
2019 / 2020,Melgaço,126.0,,,71.0,,,,0.0,,,0.0,,,
2019 / 2020,Monção,301.0,,,57.0,,,,0.0,,,215.0,,,
2019 / 2020,Paredes de Coura,123.0,,,,,,,0.0,,,,,,
2019 / 2020,Ponte da Barca,199.0,,,58.0,,,,0.0,,,106.0,,,
2019 / 2020,Ponte de Lima,781.0,,,616.0,,,,0.0,,,116.0,,,
2019 / 2020,Valença,160.0,,,37.0,,,,0.0,,,62.0,,,
2019 / 2020,Viana do Castelo,1860.0,,,868.0,843.0,,,115.0,,,224.0,0.0,,
2019 / 2020,Vila Nova de Cerveira,143.0,,,,,,,0.0,,,,,,
2019 / 2020,Cávado,7913.0,,72.0,2511.0,779.0,,,1466.0,,0.0,2519.0,0.0,,
2019 / 2020,Amares,285.0,,,155.0,,,,0.0,,,0.0,,,
2019 / 2020,Barcelos,1934.0,,25.0,855.0,,,,240.0,,0.0,531.0,,,
2019 / 2020,Braga,4412.0,,47.0,1068.0,779.0,,,1226.0,,0.0,1255.0,0.0,,
2019 / 2020,Esposende,587.0,,,143.0,,,,0.0,,,206.0,,,
2019 / 2020,Terras de Bouro,76.0,,,,,,,0.0,,,,,,
2019 / 2020,Vila Verde,619.0,,,290.0,,,,0.0,,,527.0,,,
2019 / 2020,Ave,7736.0,,,3128.0,,,,196.0,,,2048.0,,,
2019 / 2020,Cabeceiras de Basto,273.0,,,65.0,,,,38.0,,,123.0,,,
2019 / 2020,Fafe,971.0,,,253.0,,,,70.0,,,238.0,,,
2019 / 2020,Guimarães,3101.0,,,1241.0,,,,58.0,,,475.0,,,
2019 / 2020,Mondim de Basto,108.0,,,97.0,,,,0.0,,,0.0,,,
2019 / 2020,Póvoa de Lanhoso,383.0,,,182.0,,,,0.0,,,176.0,,,
2019 / 2020,Vieira do Minho,224.0,,,43.0,,,,0.0,,,0.0,,,
2019 / 2020,Vila Nova de Famalicão,2229.0,,,1085.0,,,,30.0,,,1036.0,,,
2019 / 2020,Vizela,447.0,,,162.0,,,,0.0,,,0.0,,,
2019 / 2020,Área Metropolitana do Porto,27466.0,,968.0,10382.0,5546.0,,,6667.0,,95.0,8309.0,19.0,,
2019 / 2020,Arouca,396.0,,6.0,166.0,,,,0.0,,0.0,0.0,,,
2019 / 2020,Espinho,1089.0,,,334.0,,,,0.0,,,405.0,,,
2019 / 2020,Gondomar,2227.0,,,740.0,44.0,,,654.0,,,93.0,0.0,,
2019 / 2020,Maia,2243.0,,,621.0,,,,267.0,,,96.0,,,
2019 / 2020,Matosinhos,2662.0,,,853.0,,,,145.0,,,747.0,,,
2019 / 2020,Oliveira de Azeméis,921.0,,,904.0,,,,0.0,,,0.0,,,
2019 / 2020,Paredes,1387.0,,,435.0,,,,139.0,,,0.0,,,
2019 / 2020,Porto,3978.0,,962.0,1184.0,3905.0,,,4107.0,,0.0,3827.0,0.0,,
2019 / 2020,Póvoa de Varzim,1766.0,,,560.0,,,,133.0,,,0.0,,,
2019 / 2020,Santa Maria da Feira,1353.0,,,625.0,528.0,,,256.0,,,350.0,0.0,,
2019 / 2020,Santo Tirso,1158.0,,,855.0,,,,120.0,,,702.0,,,
2019 / 2020,São João da Madeira,958.0,,,481.0,,,,27.0,,,166.0,,,
2019 / 2020,Trofa,476.0,,,214.0,,,,365.0,,,0.0,,,
2019 / 2020,Vale de Cambra,368.0,,,220.0,,,,0.0,,,0.0,,,
2019 / 2020,Valongo,1496.0,,,544.0,,,,74.0,,,179.0,,,
2019 / 2020,Vila do Conde,1135.0,,,599.0,,,,0.0,,,255.0,,,
2019 / 2020,Vila Nova de Gaia,3853.0,,,1047.0,1069.0,,,380.0,,,1489.0,0.0,,
2019 / 2020,Alto Tâmega,1421.0,,,564.0,74.0,,,0.0,,,189.0,0.0,,
2019 / 2020,Boticas,,,,,,,,,,,,,,
2019 / 2020,Chaves,871.0,,,288.0,74.0,,,0.0,,,189.0,0.0,,
2019 / 2020,Montalegre,113.0,,,61.0,,,,0.0,,,0.0,,,
2019 / 2020,Ribeira de Pena,108.0,,,53.0,,,,0.0,,,0.0,,,
2019 / 2020,Valpaços,152.0,,,69.0,,,,0.0,,,0.0,,,
2019 / 2020,Vila Pouca de Aguiar,177.0,,,93.0,,,,0.0,,,0.0,,,
2019 / 2020,Tâmega e Sousa,6996.0,,24.0,4248.0,,,,514.0,,0.0,945.0,,,
2019 / 2020,Amarante,531.0,,,304.0,,,,324.0,,,279.0,,,
2019 / 2020,Baião,200.0,,,240.0,,,,0.0,,,0.0,,,
2019 / 2020,Castelo de Paiva,335.0,,24.0,150.0,,,,0.0,,0.0,0.0,,,
2019 / 2020,Celorico de Basto,256.0,,,249.0,,,,0.0,,,0.0,,,
2019 / 2020,Cinfães,239.0,,,287.0,,,,0.0,,,51.0,,,
2019 / 2020,Felgueiras,987.0,,,644.0,,,,0.0,,,285.0,,,
2019 / 2020,Lousada,799.0,,,406.0,,,,83.0,,,117.0,,,
2019 / 2020,Marco de Canaveses,993.0,,,669.0,,,,0.0,,,0.0,,,
2019 / 2020,Paços de Ferreira,1024.0,,,535.0,,,,107.0,,,116.0,,,
2019 / 2020,Penafiel,1441.0,,,628.0,,,,0.0,,,97.0,,,
2019 / 2020,Resende,191.0,,,136.0,,,,0.0,,,0.0,,,
2019 / 2020,Douro,3657.0,,,1194.0,410.0,,,50.0,,,659.0,0.0,,
2019 / 2020,Alijó,141.0,,,50.0,,,,0.0,,,0.0,,,
2019 / 2020,Armamar,125.0,,,,,,,0.0,,,,,,
2019 / 2020,Carrazeda de Ansiães,70.0,,,53.0,,,,0.0,,,0.0,,,
2019 / 2020,Freixo de Espada à Cinta,,,,,,,,,,,,,,
2019 / 2020,Lamego,597.0,,,260.0,,,,50.0,,,56.0,,,
2019 / 2020,Mesão Frio,102.0,,,40.0,,,,0.0,,,0.0,,,
2019 / 2020,Moimenta da Beira,209.0,,,91.0,,,,0.0,,,86.0,,,
2019 / 2020,Murça,110.0,,,26.0,,,,0.0,,,101.0,,,
2019 / 2020,Penedono,,,,,,,,,,,,,,
2019 / 2020,Peso da Régua,362.0,,,329.0,,,,0.0,,,0.0,,,
2019 / 2020,Sabrosa,105.0,,,41.0,,,,0.0,,,0.0,,,
2019 / 2020,Santa Marta de Penaguião,,,,,,,,,,,,,,
2019 / 2020,São João da Pesqueira,92.0,,,,,,,0.0,,,,,,
2019 / 2020,Sernancelhe,,,,,,,,,,,,,,
2019 / 2020,Tabuaço,63.0,,,12.0,,,,0.0,,,0.0,,,
2019 / 2020,Tarouca,112.0,,,35.0,,,,0.0,,,0.0,,,
2019 / 2020,Torre de Moncorvo,81.0,,,43.0,,,,0.0,,,0.0,,,
2019 / 2020,Vila Nova de Foz Côa,86.0,,,,,,,0.0,,,,,,
2019 / 2020,Vila Real,1402.0,,,214.0,410.0,,,0.0,,,187.0,0.0,,
2019 / 2020,Terras de Trás-os-Montes,1713.0,,,638.0,362.0,,,0.0,,,319.0,0.0,,
2019 / 2020,Alfândega da Fé,62.0,,,9.0,,,,0.0,,,0.0,,,
2019 / 2020,Bragança,727.0,,,139.0,362.0,,,0.0,,,168.0,0.0,,
2019 / 2020,Macedo de Cavaleiros,230.0,,,103.0,,,,0.0,,,76.0,,,
2019 / 2020,Miranda do Douro,89.0,,,35.0,,,,0.0,,,0.0,,,
2019 / 2020,Mirandela,345.0,,,263.0,,,,0.0,,,75.0,,,
2019 / 2020,Mogadouro,92.0,,,35.0,,,,0.0,,,0.0,,,
2019 / 2020,Vila Flor,84.0,,,33.0,,,,0.0,,,0.0,,,
2019 / 2020,Vimioso,,,,,,,,,,,,,,
2019 / 2020,Vinhais,84.0,,,21.0,,,,0.0,,,0.0,,,
2019 / 2020,Centro,38469.0,,8.0,14985.0,2741.0,,,2986.0,,0.0,11790.0,0.0,,
2019 / 2020,Oeste,5782.0,,4.0,2528.0,,,,1148.0,,0.0,2175.0,,,
2019 / 2020,Alcobaça,677.0,,,456.0,,,,294.0,,,212.0,,,
2019 / 2020,Alenquer,759.0,,,260.0,,,,0.0,,,15.0,,,
2019 / 2020,Arruda dos Vinhos,,,,,,,,,,,,,,
2019 / 2020,Bombarral,205.0,,,135.0,,,,0.0,,,0.0,,,
2019 / 2020,Cadaval,152.0,,,29.0,,,,0.0,,,0.0,,,
2019 / 2020,Caldas da Rainha,1225.0,,,581.0,,,,38.0,,,492.0,,,
2019 / 2020,Lourinhã,349.0,,,142.0,,,,0.0,,,0.0,,,
2019 / 2020,Nazaré,153.0,,,,,,,0.0,,,,,,
2019 / 2020,Óbidos,133.0,,,64.0,,,,0.0,,,0.0,,,
2019 / 2020,Peniche,392.0,,,124.0,,,,0.0,,,64.0,,,
2019 / 2020,Sobral de Monte Agraço,180.0,,,51.0,,,,0.0,,,0.0,,,
2019 / 2020,Torres Vedras,1557.0,,4.0,686.0,,,,337.0,,0.0,934.0,,,
2019 / 2020,Região de Aveiro,6187.0,,4.0,2884.0,653.0,,,473.0,,0.0,1608.0,0.0,,
2019 / 2020,Águeda,754.0,,3.0,506.0,239.0,,,0.0,,0.0,0.0,0.0,,
2019 / 2020,Albergaria-a-Velha,244.0,,,238.0,,,,96.0,,,292.0,,,
2019 / 2020,Anadia,432.0,,,195.0,,,,124.0,,,290.0,,,
2019 / 2020,Aveiro,2133.0,,,597.0,414.0,,,0.0,,,552.0,0.0,,
2019 / 2020,Estarreja,337.0,,,394.0,,,,0.0,,,0.0,,,
2019 / 2020,Ílhavo,503.0,,1.0,253.0,,,,0.0,,0.0,0.0,,,
2019 / 2020,Murtosa,100.0,,,,,,,0.0,,,,,,
2019 / 2020,Oliveira do Bairro,374.0,,,85.0,,,,0.0,,,106.0,,,
2019 / 2020,Ovar,844.0,,,316.0,,,,0.0,,,85.0,,,
2019 / 2020,Sever do Vouga,223.0,,,79.0,,,,0.0,,,237.0,,,
2019 / 2020,Vagos,243.0,,,221.0,,,,253.0,,,46.0,,,
2019 / 2020,Região de Coimbra,7584.0,,,2736.0,620.0,,,546.0,,,1973.0,0.0,,
2019 / 2020,Arganil,137.0,,,174.0,169.0,,,0.0,,,0.0,0.0,,
2019 / 2020,Cantanhede,556.0,,,35.0,,,,0.0,,,280.0,,,
2019 / 2020,Coimbra,3264.0,,,1345.0,451.0,,,473.0,,,429.0,0.0,,
2019 / 2020,Condeixa-a-Nova,280.0,,,50.0,,,,0.0,,,0.0,,,
2019 / 2020,Figueira da Foz,1205.0,,,406.0,,,,0.0,,,227.0,,,
2019 / 2020,Góis,,,,,,,,,,,,,,
2019 / 2020,Lousã,260.0,,,67.0,,,,0.0,,,150.0,,,
2019 / 2020,Mealhada,262.0,,,,,,,0.0,,,,,,
2019 / 2020,Mira,151.0,,,64.0,,,,0.0,,,0.0,,,
2019 / 2020,Miranda do Corvo,173.0,,,76.0,,,,0.0,,,0.0,,,
2019 / 2020,Montemor-o-Velho,229.0,,,72.0,,,,0.0,,,107.0,,,
2019 / 2020,Mortágua,134.0,,,61.0,,,,0.0,,,0.0,,,
2019 / 2020,Oliveira do Hospital,325.0,,,84.0,,,,0.0,,,187.0,,,
2019 / 2020,Pampilhosa da Serra,28.0,,,,,,,0.0,,,,,,
2019 / 2020,Penacova,145.0,,,56.0,,,,0.0,,,234.0,,,
2019 / 2020,Penela,,,,,,,,,,,,,,
2019 / 2020,Soure,182.0,,,82.0,,,,73.0,,,0.0,,,
2019 / 2020,Tábua,153.0,,,98.0,,,,0.0,,,38.0,,,
2019 / 2020,Vila Nova de Poiares,100.0,,,66.0,,,,0.0,,,0.0,,,
2019 / 2020,Região de Leiria,5062.0,,,1650.0,426.0,,,338.0,,,1964.0,0.0,,
2019 / 2020,Alvaiázere,80.0,,,,,,,0.0,,,,,,
2019 / 2020,Ansião,253.0,,,24.0,,,,0.0,,,226.0,,,
2019 / 2020,Batalha,215.0,,,99.0,,,,0.0,,,0.0,,,
2019 / 2020,Castanheira de Pêra,,,,,,,,,,,,,,
2019 / 2020,Figueiró dos Vinhos,95.0,,,21.0,,,,0.0,,,0.0,,,
2019 / 2020,Leiria,2472.0,,,748.0,426.0,,,86.0,,,386.0,0.0,,
2019 / 2020,Marinha Grande,896.0,,,377.0,,,,41.0,,,235.0,,,
2019 / 2020,Pedrógão Grande,,,,,,,,,,,,,,
2019 / 2020,Pombal,755.0,,,289.0,,,,211.0,,,553.0,,,
2019 / 2020,Porto de Mós,296.0,,,92.0,,,,0.0,,,330.0,,,
2019 / 2020,Viseu Dão Lafões,4938.0,,,1917.0,521.0,,,0.0,,,1220.0,0.0,,
2019 / 2020,Aguiar da Beira,120.0,,,27.0,,,,0.0,,,0.0,,,
2019 / 2020,Carregal do Sal,137.0,,,50.0,,,,0.0,,,0.0,,,
2019 / 2020,Castro Daire,235.0,,,102.0,,,,0.0,,,45.0,,,
2019 / 2020,Mangualde,325.0,,,191.0,,,,0.0,,,0.0,,,
2019 / 2020,Nelas,199.0,,,141.0,,,,0.0,,,0.0,,,
2019 / 2020,Oliveira de Frades,157.0,,,77.0,,,,0.0,,,0.0,,,
2019 / 2020,Penalva do Castelo,127.0,,,82.0,,,,0.0,,,0.0,,,
2019 / 2020,Santa Comba Dão,187.0,,,77.0,,,,0.0,,,0.0,,,
2019 / 2020,São Pedro do Sul,262.0,,,124.0,,,,0.0,,,157.0,,,
2019 / 2020,Sátão,186.0,,,82.0,,,,0.0,,,0.0,,,
2019 / 2020,Tondela,425.0,,,132.0,,,,0.0,,,337.0,,,
2019 / 2020,Vila Nova de Paiva,73.0,,,41.0,,,,0.0,,,0.0,,,
2019 / 2020,Viseu,2387.0,,,714.0,521.0,,,0.0,,,511.0,0.0,,
2019 / 2020,Vouzela,118.0,,,77.0,,,,0.0,,,170.0,,,
2019 / 2020,Beira Baixa,1380.0,,,460.0,105.0,,,0.0,,,301.0,0.0,,
2019 / 2020,Castelo Branco,1059.0,,,385.0,105.0,,,0.0,,,218.0,0.0,,
2019 / 2020,Idanha-a-Nova,100.0,,,,,,,0.0,,,,,,
2019 / 2020,Oleiros,62.0,,,27.0,,,,0.0,,,0.0,,,
2019 / 2020,Penamacor,61.0,,,8.0,,,,0.0,,,0.0,,,
2019 / 2020,Proença-a-Nova,98.0,,,40.0,,,,0.0,,,0.0,,,
2019 / 2020,Vila Velha de Ródão,,,,,,,,,,,,,,
2019 / 2020,Médio Tejo,4172.0,,,1536.0,201.0,,,445.0,,,1294.0,0.0,,
2019 / 2020,Abrantes,747.0,,,323.0,,,,0.0,,,0.0,,,
2019 / 2020,Alcanena,230.0,,,83.0,,,,0.0,,,0.0,,,
2019 / 2020,Constância,80.0,,,16.0,,,,0.0,,,0.0,,,
2019 / 2020,Entroncamento,470.0,,,174.0,,,,0.0,,,157.0,,,
2019 / 2020,Ferreira do Zêzere,81.0,,,31.0,,,,0.0,,,0.0,,,
2019 / 2020,Mação,76.0,,,104.0,,,,0.0,,,0.0,,,
2019 / 2020,Ourém,441.0,,,206.0,,,,427.0,,,616.0,,,
2019 / 2020,Sardoal,64.0,,,18.0,,,,0.0,,,0.0,,,
2019 / 2020,Sertã,265.0,,,74.0,,,,18.0,,,156.0,,,
2019 / 2020,Tomar,822.0,,,304.0,201.0,,,0.0,,,135.0,0.0,,
2019 / 2020,Torres Novas,746.0,,,149.0,,,,0.0,,,230.0,,,
2019 / 2020,Vila de Rei,63.0,,,,,,,0.0,,,,,,
2019 / 2020,Vila Nova da Barquinha,87.0,,,54.0,,,,0.0,,,0.0,,,
2019 / 2020,Beiras e Serra da Estrela,3364.0,,,1274.0,215.0,,,36.0,,,1255.0,0.0,,
2019 / 2020,Almeida,62.0,,,36.0,,,,0.0,,,0.0,,,
2019 / 2020,Belmonte,38.0,,,35.0,,,,0.0,,,0.0,,,
2019 / 2020,Celorico da Beira,97.0,,,24.0,,,,0.0,,,0.0,,,
2019 / 2020,Covilhã,858.0,,,520.0,,,,0.0,,,85.0,,,
2019 / 2020,Figueira de Castelo Rodrigo,53.0,,,19.0,,,,0.0,,,0.0,,,
2019 / 2020,Fornos de Algodres,79.0,,,29.0,,,,0.0,,,0.0,,,
2019 / 2020,Fundão,400.0,,,190.0,,,,7.0,,,208.0,,,
2019 / 2020,Gouveia,160.0,,,68.0,,,,0.0,,,100.0,,,
2019 / 2020,Guarda,835.0,,,91.0,215.0,,,29.0,,,408.0,0.0,,
2019 / 2020,Manteigas,43.0,,,,,,,0.0,,,,,,
2019 / 2020,Mêda,63.0,,,,,,,0.0,,,,,,
2019 / 2020,Pinhel,130.0,,,48.0,,,,0.0,,,0.0,,,
2019 / 2020,Sabugal,116.0,,,46.0,,,,0.0,,,0.0,,,
2019 / 2020,Seia,281.0,,,168.0,,,,0.0,,,141.0,,,
2019 / 2020,Trancoso,149.0,,,,,,,0.0,,,,,,
2019 / 2020,Área Metropolitana de Lisboa,53489.0,9.0,1510.0,17239.0,7137.0,,,9733.0,0.0,10.0,12922.0,0.0,,
2019 / 2020,Área Metropolitana de Lisboa,53489.0,9.0,1510.0,17239.0,7137.0,,,9733.0,0.0,10.0,12922.0,0.0,,
2019 / 2020,Alcochete,496.0,,,200.0,,,,0.0,,,0.0,,,
2019 / 2020,Almada,3691.0,,,1419.0,,,,289.0,,,711.0,,,
2019 / 2020,Amadora,2070.0,,,1266.0,1498.0,,,81.0,,,778.0,0.0,,
2019 / 2020,Barreiro,2254.0,,,658.0,,,,84.0,,,215.0,,,
2019 / 2020,Cascais,3810.0,,59.0,1404.0,329.0,,,2164.0,,0.0,343.0,0.0,,
2019 / 2020,Lisboa,11584.0,9.0,1436.0,3131.0,1903.0,,,4476.0,0.0,10.0,7114.0,0.0,,
2019 / 2020,Loures,2535.0,,,1169.0,,,,274.0,,,183.0,,,
2019 / 2020,Mafra,1418.0,,,427.0,,,,542.0,,,364.0,,,
2019 / 2020,Moita,637.0,,,343.0,,,,0.0,,,552.0,,,
2019 / 2020,Montijo,988.0,,,233.0,,,,0.0,,,340.0,,,
2019 / 2020,Odivelas,2757.0,,,815.0,,,,206.0,,,0.0,,,
2019 / 2020,Oeiras,4357.0,,,368.0,,,,334.0,,,531.0,,,
2019 / 2020,Palmela,1209.0,,13.0,322.0,,,,410.0,,0.0,0.0,,,
2019 / 2020,Seixal,2715.0,,2.0,919.0,1255.0,,,363.0,,0.0,225.0,0.0,,
2019 / 2020,Sesimbra,1068.0,,,248.0,,,,0.0,,,123.0,,,
2019 / 2020,Setúbal,2543.0,,,837.0,670.0,,,7.0,,,461.0,0.0,,
2019 / 2020,Sintra,6831.0,,,2134.0,688.0,,,461.0,,,691.0,0.0,,
2019 / 2020,Vila Franca de Xira,2526.0,,,1346.0,794.0,,,42.0,,,291.0,0.0,,
2019 / 2020,Alentejo,12619.0,,2.0,4341.0,1002.0,,,195.0,,0.0,3011.0,0.0,,
2019 / 2020,Alentejo Litoral,1467.0,,,371.0,35.0,,,125.0,,,486.0,0.0,,
2019 / 2020,Alcácer do Sal,201.0,,,27.0,,,,0.0,,,0.0,,,
2019 / 2020,Grândola,245.0,,,146.0,,,,0.0,,,0.0,,,
2019 / 2020,Odemira,342.0,,,50.0,,,,125.0,,,247.0,,,
2019 / 2020,Santiago do Cacém,472.0,,,107.0,35.0,,,0.0,,,0.0,0.0,,
2019 / 2020,Sines,207.0,,,41.0,,,,0.0,,,239.0,,,
2019 / 2020,Baixo Alentejo,1834.0,,,794.0,264.0,,,0.0,,,654.0,0.0,,
2019 / 2020,Aljustrel,111.0,,,63.0,,,,0.0,,,0.0,,,
2019 / 2020,Almodôvar,91.0,,,42.0,,,,0.0,,,0.0,,,
2019 / 2020,Alvito,,,,,,,,,,,,,,
2019 / 2020,Barrancos,,,,,,,,,,,,,,
2019 / 2020,Beja,813.0,,,248.0,264.0,,,0.0,,,124.0,0.0,,
2019 / 2020,Castro Verde,134.0,,,58.0,,,,0.0,,,0.0,,,
2019 / 2020,Cuba,,,,,,,,,,,,,,
2019 / 2020,Ferreira do Alentejo,59.0,,,12.0,,,,0.0,,,0.0,,,
2019 / 2020,Mértola,85.0,,,39.0,,,,0.0,,,29.0,,,
2019 / 2020,Moura,280.0,,,79.0,,,,0.0,,,96.0,,,
2019 / 2020,Ourique,68.0,,,33.0,,,,0.0,,,0.0,,,
2019 / 2020,Serpa,193.0,,,220.0,,,,0.0,,,0.0,,,
2019 / 2020,Vidigueira,,,,,,,,,,,,,,
2019 / 2020,Lezíria do Tejo,4314.0,,,1332.0,338.0,,,0.0,,,1396.0,0.0,,
2019 / 2020,Almeirim,298.0,,,184.0,,,,0.0,,,0.0,,,
2019 / 2020,Alpiarça,91.0,,,68.0,,,,0.0,,,0.0,,,
2019 / 2020,Azambuja,312.0,,,98.0,,,,0.0,,,0.0,,,
2019 / 2020,Benavente,454.0,,,169.0,,,,0.0,,,0.0,,,
2019 / 2020,Cartaxo,405.0,,,109.0,,,,0.0,,,0.0,,,
2019 / 2020,Chamusca,121.0,,,17.0,,,,0.0,,,0.0,,,
2019 / 2020,Coruche,286.0,,,20.0,,,,0.0,,,126.0,,,
2019 / 2020,Golegã,78.0,,,13.0,,,,0.0,,,0.0,,,
2019 / 2020,Rio Maior,496.0,,,172.0,,,,0.0,,,188.0,,,
2019 / 2020,Salvaterra de Magos,393.0,,,131.0,,,,0.0,,,387.0,,,
2019 / 2020,Santarém,1380.0,,,351.0,338.0,,,0.0,,,695.0,0.0,,
2019 / 2020,Alto Alentejo,1811.0,,2.0,986.0,142.0,,,0.0,,0.0,60.0,0.0,,
2019 / 2020,Alter do Chão,46.0,,,112.0,,,,0.0,,,0.0,,,
2019 / 2020,Arronches,,,,6.0,,,,,,,0.0,,,
2019 / 2020,Avis,,,,,,,,,,,,,,
2019 / 2020,Campo Maior,139.0,,,43.0,,,,0.0,,,0.0,,,
2019 / 2020,Castelo de Vide,,,,,,,,,,,,,,
2019 / 2020,Crato,,,,,,,,,,,,,,
2019 / 2020,Elvas,447.0,,,252.0,,,,0.0,,,0.0,,,
2019 / 2020,Fronteira,,,,,,,,,,,,,,
2019 / 2020,Gavião,,,,20.0,,,,,,,0.0,,,
2019 / 2020,Marvão,,,,,,,,,,,,,,
2019 / 2020,Monforte,,,,,,,,,,,,,,
2019 / 2020,Nisa,62.0,,,20.0,,,,0.0,,,0.0,,,
2019 / 2020,Ponte de Sor,346.0,,,107.0,,,,0.0,,,0.0,,,
2019 / 2020,Portalegre,771.0,,2.0,295.0,142.0,,,0.0,,0.0,0.0,0.0,,
2019 / 2020,Sousel,,,,131.0,,,,,,,0.0,,,
2019 / 2020,Alentejo Central,3193.0,,,858.0,223.0,,,70.0,,,415.0,0.0,,
2019 / 2020,Alandroal,,,,,,,,,,,,,,
2019 / 2020,Arraiolos,111.0,,,9.0,,,,0.0,,,0.0,,,
2019 / 2020,Borba,,,,,,,,,,,,,,
2019 / 2020,Estremoz,403.0,,,77.0,,,,0.0,,,0.0,,,
2019 / 2020,Évora,1306.0,,,428.0,223.0,,,70.0,,,415.0,0.0,,
2019 / 2020,Montemor-o-Novo,264.0,,,66.0,,,,0.0,,,0.0,,,
2019 / 2020,Mora,56.0,,,12.0,,,,0.0,,,0.0,,,
2019 / 2020,Mourão,,,,,,,,,,,,,,
2019 / 2020,Portel,,,,15.0,,,,,,,0.0,,,
2019 / 2020,Redondo,98.0,,,22.0,,,,0.0,,,0.0,,,
2019 / 2020,Reguengos de Monsaraz,246.0,,,70.0,,,,0.0,,,0.0,,,
2019 / 2020,Vendas Novas,316.0,,,77.0,,,,0.0,,,0.0,,,
2019 / 2020,Viana do Alentejo,125.0,,,25.0,,,,0.0,,,0.0,,,
2019 / 2020,Vila Viçosa,268.0,,,57.0,,,,0.0,,,0.0,,,
2019 / 2020,Algarve,8373.0,,51.0,5212.0,543.0,3.0,,223.0,,0.0,340.0,0.0,0.0,
2019 / 2020,Algarve,8373.0,,51.0,5212.0,543.0,3.0,,223.0,,0.0,340.0,0.0,0.0,
2019 / 2020,Albufeira,911.0,,,545.0,,,,0.0,,,40.0,,,
2019 / 2020,Alcoutim,,,,,,,,,,,,,,
2019 / 2020,Aljezur,,,,,,,,,,,,,,
2019 / 2020,Castro Marim,,,,,,,,,,,,,,
2019 / 2020,Faro,1537.0,,51.0,894.0,176.0,,,0.0,,0.0,69.0,0.0,,
2019 / 2020,Lagoa,131.0,,,173.0,,,,59.0,,,0.0,,,
2019 / 2020,Lagos,709.0,,,506.0,,,,20.0,,,0.0,,,
2019 / 2020,Loulé,1220.0,,,712.0,,3.0,,94.0,,,94.0,,0.0,
2019 / 2020,Monchique,,,,,,,,,,,,,,
2019 / 2020,Olhão,706.0,,,460.0,,,,0.0,,,0.0,,,
2019 / 2020,Portimão,1410.0,,,1014.0,367.0,,,0.0,,,137.0,0.0,,
2019 / 2020,São Brás de Alportel,216.0,,,90.0,,,,0.0,,,0.0,,,
2019 / 2020,Silves,494.0,,,369.0,,,,30.0,,,0.0,,,
2019 / 2020,Tavira,529.0,,,217.0,,,,0.0,,,0.0,,,
2019 / 2020,Vila do Bispo,,,,,,,,,,,,,,
2019 / 2020,Vila Real de Santo António,510.0,,,232.0,,,,0.0,,,0.0,,,
2019 / 2020,Região Autónoma dos Açores,4821.0,,,814.0,1078.0,,,103.0,,,1917.0,0.0,,
2019 / 2020,Região Autónoma dos Açores,4821.0,,,814.0,1078.0,,,103.0,,,1917.0,0.0,,
